property_type,state,region,lat,lon,area_m2,price_brl
apartment,Rio Grande do Sul,South,-30.041.092,-51.221.848,84.0,402828.51
apartment,Rio Grande do Sul,South,-296.842.966.276,-537.979.231.743,200.0,777388.41
apartment,Rio Grande do Sul,South,-30.030.058,-51.225.006,128.0,307926.56
apartment,Rio Grande do Sul,South,-293.412.033.916,-497.259.300.291,80.0,454317.88
apartment,Rio Grande do Sul,South,-30.041.872,-51.215.961,,247350.84
apartment,Rio Grande do Sul,South,-30.024.027,-51.179.874,99.0,598876.59
apartment,Rio Grande do Sul,South,-30.055.332,-51.147.655,67.0,304428.93
apartment,Rio Grande do Sul,South,-30.103.489,-51.253.208,69.0,628301.41
house,Rio Grande do Sul,South,-30.043.938,-51.191.223,180.0,848408.53
apartment,Rio Grande do Sul,South,-30.068.159,-51.229.153,85.0,855395.42
house,Rio Grande do Sul,South,-30.185.879,-51.153.313,,383646.22
house,Rio Grande do Sul,South,-30.049.229,-51.201.336,248.0,691572.79
apartment,Rio Grande do Sul,South,-30.015.261,-51.165.073,107.0,989403.42
apartment,Rio Grande do Sul,South,-30.029.697,-51.202.991,72.0,381627.01
house,Rio Grande do Sul,South,-301.273.367,-512.264.746,217.0,893324.26
house,Rio Grande do Sul,South,-2.933.136,-49.803.558,222.0,646786.73
apartment,Rio Grande do Sul,South,-296.944.266,-538.125.005,,612824.34
apartment,Rio Grande do Sul,South,-3.011.075,-51.244.957,175.0,1393241.58
apartment,Rio Grande do Sul,South,-296.890.962,-53.789.236,99.0,300859.38
apartment,Rio Grande do Sul,South,-30.039.816,-51.223.164,56.0,355478.52
apartment,Rio Grande do Sul,South,-296.977.563.972,-538.178.600.566,,361322.2
house,Rio Grande do Sul,South,-296.838.187,-538.241.031,172.0,499749.67
apartment,Rio Grande do Sul,South,-30.102.926,-51.242.554,57.0,343262.39
house,Rio Grande do Sul,South,-30.034.859,-51.144.165,139.0,499063.83
house,Rio Grande do Sul,South,-30.185.879,-51.153.313,119.0,383646.22
apartment,Rio Grande do Sul,South,-30.014.015,-51.175.533,55.0,402828.51
apartment,Rio Grande do Sul,South,-30.030.844,-51.234.386,66.0,312974.53
apartment,Rio Grande do Sul,South,-296.872.225,-53.824.082,61.0,262494.77
apartment,Rio Grande do Sul,South,-30.033.792,-51.223.377,70.0,408886.09
apartment,Rio Grande do Sul,South,-30.038.179,-51.184.731,,678726.79
apartment,Rio Grande do Sul,South,-30.034.859,-51.144.165,53.0,394260.42
apartment,Rio Grande do Sul,South,-30.073.324,-51.212.688,107.0,454317.88
apartment,Rio Grande do Sul,South,-30.015.261,-51.165.073,103.0,757196.48
apartment,Rio Grande do Sul,South,-30.046.354,-51.191.242,90.0,807676.27
apartment,Rio Grande do Sul,South,-30.022.976,-51.189.175,69.0,379288.51
house,Rio Grande do Sul,South,-296.925.731,-538.305.257,233.0,686524.82
apartment,Rio Grande do Sul,South,-30.210.297,-51.111.507,53.0,256942.0
house,Rio Grande do Sul,South,-301.537.331,-512.169.316,,688708.09
apartment,Rio Grande do Sul,South,-30.016.756,-51.207.436,78.0,723642.56
house,Rio Grande do Sul,South,-29.663.378,-49.998.238,,898539.83
apartment,Rio Grande do Sul,South,-296.950.606,-538.105.341,86.0,379288.51
apartment,Rio Grande do Sul,South,-30.067.726,-51.217.381,54.0,355377.54
apartment,Rio Grande do Sul,South,-296.823.813,-538.147.291,65.0,261509.44
apartment,Rio Grande do Sul,South,-3.005.175,-51.182.068,67.0,578914.03
house,Rio Grande do Sul,South,-297.098.528,-537.280.093,134.0,666332.92
apartment,Rio Grande do Sul,South,-30.035.332,-51.135.017,,429194.89
apartment,Rio Grande do Sul,South,-3.005.175,-51.182.068,59.0,349344.66
apartment,Rio Grande do Sul,South,-30.005.791,-51.160.793,98.0,499749.67
apartment,Rio Grande do Sul,South,-296.932.978,-537.930.043,82.0,353358.36
apartment,Rio Grande do Sul,South,-30.021.929,-51.191.223,119.0,726908.65
apartment,Rio Grande do Sul,South,-30.033.701,-51.204.384,137.0,1577041.74
apartment,Rio Grande do Sul,South,-30.031.038,-51.217.381,74.0,383646.22
apartment,Rio Grande do Sul,South,-30.032.816,-51.216.465,105.0,404241.69
house,Rio Grande do Sul,South,-30.071.451,-51.206.734,98.0,457142.47
house,Rio Grande do Sul,South,-300.126.113,-511.741.144,249.0,1043043.43
house,Rio Grande do Sul,South,-30.117.683,-51.260.231,186.0,1396270.36
apartment,Rio Grande do Sul,South,-296.887.576,-53.799.663,109.0,600911.13
apartment,Rio Grande do Sul,South,-3.003.809,-5.120.953,61.0,414222.98
apartment,Rio Grande do Sul,South,-30.068.808,-51.238.083,79.0,698639.97
apartment,Rio Grande do Sul,South,-30.039.728,-5.118.372,146.0,1392388.09
apartment,Rio Grande do Sul,South,-30.023.874,-51.133.713,91.0,383646.22
apartment,Rio Grande do Sul,South,-30.041.164,-51.198.071,103.0,483944.18
apartment,Rio Grande do Sul,South,-296.824.301,-538.046.672,93.0,277638.7
apartment,Rio Grande do Sul,South,-29.663.378,-49.998.238,81.0,452298.7
apartment,Rio Grande do Sul,South,-296.966.619,-538.033.524,,706716.72
house,Rio Grande do Sul,South,-30.150.503,-51.213.573,110.0,548970.21
house,Rio Grande do Sul,South,-300.644.846,-512.151.181,181.0,978165.11
house,Rio Grande do Sul,South,-30.006.653,-51.108.894,137.0,509845.64
apartment,Rio Grande do Sul,South,-30.128.086,-51.218.689,66.0,239550.63
apartment,Rio Grande do Sul,South,-2.915.382,-51.162.544,138.0,459138.71
house,Rio Grande do Sul,South,-30.128.674,-51.234.386,240.0,778539.59
apartment,Rio Grande do Sul,South,-30.038.166,-512.242.851,80.0,341359.64
house,Rio Grande do Sul,South,-29.357.494,-50.783.234,180.0,1498239.49
house,Rio Grande do Sul,South,-301.555.835,-511.652.092,80.0,311415.82
apartment,Rio Grande do Sul,South,-30.032.043,-51.178.146,84.0,696620.79
apartment,Rio Grande do Sul,South,-29.975.916,-51.193.546,65.0,404241.69
apartment,Rio Grande do Sul,South,-30.015.261,-51.165.073,57.0,402828.51
apartment,Rio Grande do Sul,South,-291.733.431.588,-515.151.581.339,86.0,408886.09
apartment,Rio Grande do Sul,South,-30.021.929,-51.191.223,130.0,748595.73
apartment,Rio Grande do Sul,South,-30.020.874,-51.171.539,87.0,660578.23
house,Rio Grande do Sul,South,-30.080.097,-51.238.239,117.0,625949.09
apartment,Rio Grande do Sul,South,-30.020.849,-51.158.176,69.0,409232.33
apartment,Rio Grande do Sul,South,-297.871.546.872,-557.693.244.756,89.0,242302.87
apartment,Rio Grande do Sul,South,-30.014.015,-51.175.533,,788221.43
apartment,Rio Grande do Sul,South,-296.969.874,-538.155.193,81.0,366616.36
apartment,Rio Grande do Sul,South,-30.079.403,-51.209.789,71.0,309419.57
apartment,Rio Grande do Sul,South,-300.462.803,-512.204.935,62.0,503788.07
apartment,Rio Grande do Sul,South,-30.029.697,-51.202.991,62.0,752148.51
apartment,Rio Grande do Sul,South,-30.033.792,-51.223.377,67.0,404241.69
apartment,Rio Grande do Sul,South,-30.072.315,-51.196.423,61.0,474509.81
house,Rio Grande do Sul,South,-296.972.594,-538.249.329,200.0,454317.88
apartment,Rio Grande do Sul,South,-3.005.175,-51.182.068,,470564.31
apartment,Rio Grande do Sul,South,-2.999.622,-51.135.017,,398252.92
apartment,Rio Grande do Sul,South,-30.031.038,-51.217.381,112.0,578914.03
apartment,Rio Grande do Sul,South,-30.032.043,-51.178.146,,1544103.51
apartment,Rio Grande do Sul,South,-30.058.338,-511.520.584,69.0,449157.45
apartment,Rio Grande do Sul,South,-30.041.872,-51.215.961,73.0,482915.12
apartment,Rio Grande do Sul,South,-30.081.381,-51.205.845,70.0,391722.97
house,Rio Grande do Sul,South,-29.815.346,-50.070.118,159.0,989403.42
apartment,Rio Grande do Sul,South,-3.003.548,-51.191.505,73.0,319400.84
apartment,Rio Grande do Sul,South,-30.032.043,-51.178.146,58.0,706716.72
apartment,Rio Grande do Sul,South,-30.019.569,-51.149.391,97.0,499749.67
apartment,Rio Grande do Sul,South,-30.031.979,-51.233.303,,302878.6
apartment,Rio Grande do Sul,South,-30.037.449,-51.170.689,84.0,454317.88
apartment,Rio Grande do Sul,South,-30.022.408,-51.182.068,114.0,767292.45
apartment,Rio Grande do Sul,South,-30.031.361,-5.115.786,,1043043.43
apartment,Rio Grande do Sul,South,-30.019.714,-51.167.526,,1017872.62
apartment,Rio Grande do Sul,South,-30.026.562,-51.190.315,72.0,605757.2
apartment,Rio Grande do Sul,South,-30.051.098,-51.216.896,,555277.43
apartment,Rio Grande do Sul,South,-30.016.413,-51.196.453,190.0,1097940.43
house,Rio Grande do Sul,South,-30.036.293,-51.164.242,166.0,1362953.71
apartment,Rio Grande do Sul,South,-30.081.381,-51.205.845,77.0,254522.54
apartment,Rio Grande do Sul,South,-30.104.361,-51.252.487,178.0,1377416.18
apartment,Rio Grande do Sul,South,-30.034.859,-51.144.165,142.0,898539.83
apartment,Rio Grande do Sul,South,-30.105.619,-51.242.771,67.0,403838.12
apartment,Rio Grande do Sul,South,-291.624.481.354,-515.171.100.963,117.0,555176.45
apartment,Rio Grande do Sul,South,-296.927.998,-537.940.991,,648782.97
apartment,Rio Grande do Sul,South,-30.025.932,-51.197.933,106.0,1100458.91
apartment,Rio Grande do Sul,South,-30.053.726,-51.201.077,78.0,434125.98
apartment,Rio Grande do Sul,South,-297.660.792,-511.477.327,65.0,302878.6
house,Rio Grande do Sul,South,-300.691.595,-511.565.157,95.0,494701.71
apartment,Rio Grande do Sul,South,-293.314.525,-497.247.705,,585565.3
apartment,Rio Grande do Sul,South,-296.953.868,-538.010.751,97.0,394260.42
apartment,Rio Grande do Sul,South,-296.994.594,-538.078.162,,757196.48
apartment,Rio Grande do Sul,South,-30.021.929,-51.191.223,124.0,908635.8
apartment,Rio Grande do Sul,South,-297.011.624.853,-538.047.918.233,,242302.87
house,Rio Grande do Sul,South,-302.076.445,-511.448.373,221.0,383646.22
apartment,Rio Grande do Sul,South,-293.324.256.164,-497.197.326.809,105.0,484605.74
house,Rio Grande do Sul,South,-30.156.542,-51.221.935,163.0,988146.4
house,Rio Grande do Sul,South,-296.975.054.731,-538.014.293.365,155.0,406866.9
apartment,Rio Grande do Sul,South,-29.380.282,-50.876.378,132.0,1277135.08
apartment,Rio Grande do Sul,South,-30.067.726,-51.217.381,57.0,368502.29
apartment,Rio Grande do Sul,South,-296.825.386,-53.804.784,70.0,267542.73
house,Rio Grande do Sul,South,-29.904.982,-51.182.068,109.0,323070.49
apartment,Rio Grande do Sul,South,-30.060.946,-51.166.382,56.0,288458.89
apartment,Rio Grande do Sul,South,-29.932.737,-51.093.224,,277638.7
apartment,Rio Grande do Sul,South,-296.964.028.768,-538.036.108.073,,393742.15
apartment,Rio Grande do Sul,South,-30.056.164,-51.191.223,,748595.73
house,Rio Grande do Sul,South,-30.161.753,-51.161.156,147.0,568719.17
house,Rio Grande do Sul,South,-300.776.883,-512.192.769,121.0,484605.74
apartment,Rio Grande do Sul,South,-297.053.926,-537.352.695,73.0,251389.23
apartment,Rio Grande do Sul,South,-30.005.852,-511.311,55.0,353358.36
apartment,Rio Grande do Sul,South,-29.327.730.144,-497.207.626.492,135.0,696620.79
apartment,Rio Grande do Sul,South,-3.004.974,-51.193.836,,503788.07
apartment,Rio Grande do Sul,South,-3.003.548,-51.191.505,105.0,648782.97
apartment,Rio Grande do Sul,South,-30.034.723,-51.232.834,60.0,252398.8
apartment,Rio Grande do Sul,South,-30.081.381,-51.205.845,70.0,340461.35
house,Rio Grande do Sul,South,-30.117.748,-51.250.511,250.0,613848.5
apartment,Rio Grande do Sul,South,-30.060.946,-51.166.382,66.0,323070.49
apartment,Rio Grande do Sul,South,-30.098.661,-51.245.811,64.0,363959.09
apartment,Rio Grande do Sul,South,-300.402.509,-512.148.942,75.0,355377.54
house,Rio Grande do Sul,South,-301.589.829,-511.813.661,128.0,449157.45
house,Rio Grande do Sul,South,-30.161.753,-51.161.156,240.0,648782.97
apartment,Rio Grande do Sul,South,-30.015.261,-51.165.073,106.0,896318.66
apartment,Rio Grande do Sul,South,-300.549.798.056,-512.224.674.225,104.0,1129770.72
apartment,Rio Grande do Sul,South,-30.031.057,-51.154.961,,1574968.72
apartment,Rio Grande do Sul,South,-30.015.261,-51.165.073,136.0,1373049.65
house,Rio Grande do Sul,South,-299.948.421,-511.299.642,189.0,519026.39
apartment,Rio Grande do Sul,South,-291.451.531.547,-515.289.608.828,145.0,378598.22
apartment,Rio Grande do Sul,South,-30.031.038,-51.217.381,90.0,678726.79
house,Rio Grande do Sul,South,-30.161.716,-51.202.991,106.0,454317.88
apartment,Rio Grande do Sul,South,-29.981.264,-51.185.822,62.0,292782.63
house,Rio Grande do Sul,South,-29.917.282,-51.161.156,177.0,737004.58
apartment,Rio Grande do Sul,South,-30.021.929,-51.191.223,96.0,778539.59
apartment,Rio Grande do Sul,South,-3.003.764,-51.189.133,82.0,449157.45
house,Rio Grande do Sul,South,-301.544.445,-51.170.021,116.0,424030.02
house,Rio Grande do Sul,South,-30.033.369,-51.159.775,134.0,948221.29
house,Rio Grande do Sul,South,-30.128.674,-51.234.386,230.0,848408.53
apartment,Rio Grande do Sul,South,-29.185.087,-51.229.252,115.0,389269.77
apartment,Rio Grande do Sul,South,-30.046.061,-51.225.681,65.0,393742.15
apartment,Rio Grande do Sul,South,-296.810.594,-538.179.978,,257345.82
apartment,Rio Grande do Sul,South,-297.050.721,-538.160.066,57.0,279657.88
apartment,Rio Grande do Sul,South,-29.695.071,-53.810.287,112.0,353358.36
apartment,Rio Grande do Sul,South,-296.839.516,-537.926.416,180.0,659770.55
house,Rio Grande do Sul,South,-301.589.829,-511.813.661,73.0,302878.6
apartment,Rio Grande do Sul,South,-297.049.790.633,-537.183.103.823,70.0,270571.52
apartment,Rio Grande do Sul,South,-293.317.241.154,-497.245.499.283,147.0,436145.16
apartment,Rio Grande do Sul,South,-29.152.563,-5.117.152,139.0,632199.09
apartment,Rio Grande do Sul,South,-300.532.712,-511.625.581,65.0,484605.74
apartment,Rio Grande do Sul,South,-30.043.938,-51.191.223,,369307.22
apartment,Rio Grande do Sul,South,-30.021.929,-51.191.223,,555277.43
apartment,Rio Grande do Sul,South,-30.022.408,-51.182.068,162.0,686524.82
apartment,Rio Grande do Sul,South,-30.048.101,-51.171.612,70.0,464413.85
apartment,Rio Grande do Sul,South,-3.001.619,-51.192.261,71.0,499063.83
apartment,Rio Grande do Sul,South,-30.104.843,-51.248.154,62.0,334372.75
house,Rio Grande do Sul,South,-297.077.536.774,-537.292.170.581,132.0,456217.94
house,Rio Grande do Sul,South,-301.530.607,-511.722.469,163.0,598876.59
house,Rio Grande do Sul,South,-30.140.226,-51.211.555,,978165.11
apartment,Rio Grande do Sul,South,-30.050.968,-51.202.202,84.0,568932.77
apartment,Rio Grande do Sul,South,-30.034.859,-51.144.165,,898539.83
house,Rio Grande do Sul,South,-301.593.298,-512.258.451,,494073.18
apartment,Rio Grande do Sul,South,-30.068.159,-51.229.153,148.0,696193.55
apartment,Rio Grande do Sul,South,-30.102.453,-51.244.743,,368502.29
apartment,Rio Grande do Sul,South,-30.039.728,-5.118.372,87.0,858156.04
apartment,Rio Grande do Sul,South,-30.045.778,-51.171.303,127.0,701668.75
apartment,Rio Grande do Sul,South,-296.997.659,-538.143.808,122.0,499063.83
apartment,Rio Grande do Sul,South,-30.029.697,-51.202.991,53.0,300859.38
apartment,Rio Grande do Sul,South,-30.102.926,-51.242.554,70.0,352348.75
house,Rio Grande do Sul,South,-30.029.264,-51.191.223,,598876.59
apartment,Rio Grande do Sul,South,-30.046.034,-51.141.762,68.0,329382.13
apartment,Rio Grande do Sul,South,-296.861.519.502,-538.035.846.029,,284466.37
house,Rio Grande do Sul,South,-30.128.674,-51.234.386,228.0,902307.4
apartment,Rio Grande do Sul,South,-30.049.839,-51.218.689,184.0,908635.8
apartment,Rio Grande do Sul,South,-30.033.369,-51.159.775,114.0,787484.34
house,Rio Grande do Sul,South,-3.011.075,-51.244.957,195.0,499749.67
house,Rio Grande do Sul,South,-30.081.381,-51.205.845,112.0,408179.39
apartment,Rio Grande do Sul,South,-30.025.932,-51.197.933,120.0,793511.5
apartment,Rio Grande do Sul,South,-2.933.136,-49.803.558,110.0,706716.72
apartment,Rio Grande do Sul,South,-296.873.064,-538.154.769,,314410.19
apartment,Rio Grande do Sul,South,-29.680.191,-538.090.266,75.0,272590.73
apartment,Rio Grande do Sul,South,-3.005.175,-51.182.068,101.0,343262.39
house,Rio Grande do Sul,South,-2.989.617,-51.163.769,,545181.47
apartment,Rio Grande do Sul,South,-30.019.569,-51.149.391,74.0,418982.05
house,Rio Grande do Sul,South,-29.912.743,-50.994.072,94.0,364316.6
apartment,Rio Grande do Sul,South,-30.067.726,-51.217.381,108.0,464413.85
house,Rio Grande do Sul,South,-30.028.967,-51.151.142,118.0,580517.3
apartment,Rio Grande do Sul,South,-30.018.824,-51.169.468,68.0,343262.39
apartment,Rio Grande do Sul,South,-30.015.261,-51.165.073,97.0,757196.48
apartment,Rio Grande do Sul,South,-30.057.297,-51.155.926,198.0,1391389.97
apartment,Rio Grande do Sul,South,-30.005.791,-51.160.793,98.0,408886.09
house,Rio Grande do Sul,South,-30.130.671,-5.122.604,169.0,479101.27
apartment,Rio Grande do Sul,South,-30.031.719,-51.207.718,,302878.6
apartment,Rio Grande do Sul,South,-296.894.084.494,-538.084.427.571,66.0,339363.39
apartment,Rio Grande do Sul,South,-30.048.101,-51.171.612,62.0,454317.88
house,Rio Grande do Sul,South,-30.111.597,-51.243.599,115.0,383646.22
apartment,Rio Grande do Sul,South,-3.003.253,-51.190.845,,867242.39
apartment,Rio Grande do Sul,South,-291.670.966.578,-515.065.441.788,,540133.5
apartment,Rio Grande do Sul,South,-300.353.388,-512.000.099,154.0,1504297.06
apartment,Rio Grande do Sul,South,-30.008.112,-51.162.083,,494701.71
house,Rio Grande do Sul,South,-30.000.748,-51.146.332,144.0,494701.71
apartment,Rio Grande do Sul,South,-30.044.764,-51.205.509,63.0,329382.13
apartment,Rio Grande do Sul,South,-30.040.466,-51.182.224,91.0,836430.98
apartment,Rio Grande do Sul,South,-30.068.159,-51.229.153,127.0,1112481.17
house,Rio Grande do Sul,South,-297.822.389.346,-51.135.392.189,198.0,1211514.4
apartment,Rio Grande do Sul,South,-3.005.298,-51.193.569,64.0,499780.99
apartment,Rio Grande do Sul,South,-30.077.038,-51.243.752,120.0,454317.88
house,Rio Grande do Sul,South,-297.671.527.378,-511.161.661.148,188.0,424030.02
house,Rio Grande do Sul,South,-301.445.407,-512.180.544,196.0,693698.74
apartment,Rio Grande do Sul,South,-296.923.754,-538.182.337,75.0,292782.63
apartment,Rio Grande do Sul,South,-30.030.844,-51.234.386,59.0,323070.49
apartment,Rio Grande do Sul,South,-30.104.361,-51.252.487,63.0,434125.98
house,Rio Grande do Sul,South,-30.005.852,-511.311,,793511.5
apartment,Rio Grande do Sul,South,-30.031.057,-51.154.961,,1247659.6
apartment,Rio Grande do Sul,South,-30.104.361,-51.252.487,64.0,524989.57
apartment,Rio Grande do Sul,South,-30.034.859,-51.144.165,79.0,593885.94
apartment,Rio Grande do Sul,South,-2.933.136,-49.803.558,83.0,418982.05
apartment,Rio Grande do Sul,South,-30.056.164,-51.191.223,62.0,514893.61
apartment,Rio Grande do Sul,South,-297.063.704,-537.222.111,71.0,367492.68
apartment,Rio Grande do Sul,South,-3.005.175,-51.182.068,68.0,758577.03
apartment,Rio Grande do Sul,South,-3.003.809,-5.120.953,82.0,339363.39
apartment,Rio Grande do Sul,South,-3.003.689,-51.199.066,66.0,272590.73
apartment,Rio Grande do Sul,South,-30.043.938,-51.191.223,74.0,403838.12
apartment,Rio Grande do Sul,South,-299.154.822,-51.182.234,187.0,329382.13
apartment,Rio Grande do Sul,South,-30.032.043,-51.178.146,133.0,1347472.36
apartment,Rio Grande do Sul,South,-29.683.152,-538.145.169,56.0,268960.23
house,Rio Grande do Sul,South,-30.052.778,-51.207.214,119.0,563942.12
house,Rio Grande do Sul,South,-297.046.143,-537.253.309,230.0,1312473.95
apartment,Rio Grande do Sul,South,-30.072.315,-51.196.423,231.0,641883.91
apartment,Rio Grande do Sul,South,-30.021.929,-51.191.223,78.0,454317.88
apartment,Rio Grande do Sul,South,-296.863.402.961,-538.203.279.233,78.0,372742.58
apartment,Rio Grande do Sul,South,-30.098.846,-51.240.437,86.0,309419.57
apartment,Rio Grande do Sul,South,-296.879.273,-537.993.577,82.0,329128.07
house,Rio Grande do Sul,South,-30.088.015,-51.237.003,118.0,439173.95
apartment,Rio Grande do Sul,South,-30.070.765,-51.163.197,53.0,241293.26
apartment,Rio Grande do Sul,South,-30.021.929,-51.191.223,79.0,419213.6
apartment,Rio Grande do Sul,South,-293.316.956.882,-497.226.247.328,90.0,514893.61
apartment,Rio Grande do Sul,South,-30.015.261,-51.165.073,86.0,655227.35
apartment,Rio Grande do Sul,South,-30.064.632,-51.231.522,82.0,403838.12
apartment,Rio Grande do Sul,South,-30.101.278,-51.237.732,60.0,339198.7
apartment,Rio Grande do Sul,South,-300.577.085,-512.286.281,120.0,743605.12
apartment,Rio Grande do Sul,South,-3.003.301,-51.231.701,,282686.67
apartment,Rio Grande do Sul,South,-30.080.242,-51.225.227,107.0,406866.9
house,Rio Grande do Sul,South,-30.021.929,-51.191.223,179.0,1211514.4
house,Rio Grande do Sul,South,-30.030.588,-51.138.939,96.0,403838.12
apartment,Rio Grande do Sul,South,-300.941.533,-512.306.068,78.0,282686.67
house,Rio Grande do Sul,South,-29.680.903,-511.107.789,200.0,444221.95
house,Rio Grande do Sul,South,-3.005.175,-51.182.068,,963193.2
apartment,Rio Grande do Sul,South,-3.005.051,-51.188.564,75.0,565373.37
apartment,Rio Grande do Sul,South,-297.052.783,-537.238.311,90.0,444221.95
house,Rio Grande do Sul,South,-297.507.017,-510.947.323,,252398.8
house,Rio Grande do Sul,South,-301.490.419,-512.078.931,121.0,403838.12
apartment,Rio Grande do Sul,South,-30.057.297,-51.155.926,69.0,336195.25
apartment,Rio Grande do Sul,South,-30.034.859,-51.144.165,138.0,898539.83
apartment,Rio Grande do Sul,South,-30.002.981,-51.189.289,74.0,630997.06
apartment,Rio Grande do Sul,South,-30.031.057,-51.154.961,70.0,592911.11
apartment,Rio Grande do Sul,South,-30.005.852,-511.311,55.0,323070.49
apartment,Rio Grande do Sul,South,-29.696.026,-537.951.505,159.0,489082.54
apartment,Rio Grande do Sul,South,-30.019.997,-51.170.139,98.0,449157.45
apartment,Rio Grande do Sul,South,-29.176.819,-51.218.689,71.0,350111.23
apartment,Rio Grande do Sul,South,-30.015.261,-51.165.073,103.0,768558.29
apartment,Rio Grande do Sul,South,-30.056.608,-51.167.461,76.0,393742.15
apartment,Rio Grande do Sul,South,-297.029.367,-537.162.876,73.0,401000.16
house,Rio Grande do Sul,South,-300.721.267,-510.709.285,208.0,656236.96
apartment,Rio Grande do Sul,South,-30.067.726,-51.217.381,141.0,637304.51
apartment,Rio Grande do Sul,South,-3.003.809,-5.120.953,89.0,312974.53
apartment,Rio Grande do Sul,South,-29.701.227,-53.758.663,88.0,279475.72
apartment,Rio Grande do Sul,South,-30.111.597,-51.243.599,88.0,392732.58
apartment,Rio Grande do Sul,South,-30.029.299,-51.223.511,,267542.73
apartment,Rio Grande do Sul,South,-297.017.617,-537.067.419,125.0,294447.66
apartment,Rio Grande do Sul,South,-30.031.979,-51.233.303,86.0,373550.26
apartment,Rio Grande do Sul,South,-297.050.498,-538.159.793,89.0,402828.51
house,Rio Grande do Sul,South,-297.728.595,-511.359.915,119.0,642102.63
apartment,Rio Grande do Sul,South,-300.517.501,-511.820.694,166.0,628820.41
house,Rio Grande do Sul,South,-30.080.242,-51.225.227,162.0,705707.14
house,Rio Grande do Sul,South,-30.069.269,-51.166.512,68.0,294447.66
house,Rio Grande do Sul,South,-297.093.884.266,-537.328.899.532,141.0,489653.71
apartment,Rio Grande do Sul,South,-30.023.415,-5.120.953,118.0,463404.24
apartment,Rio Grande do Sul,South,-30.051.926,-51.196.819,65.0,391449.36
apartment,Rio Grande do Sul,South,-30.029.697,-51.202.991,202.0,757196.48
apartment,Rio Grande do Sul,South,-30.107.187,-51.238.651,117.0,726908.65
apartment,Rio Grande do Sul,South,-30.031.719,-51.207.718,63.0,549219.86
apartment,Rio Grande do Sul,South,-297.065.207,-537.229.695,62.0,339363.39
apartment,Rio Grande do Sul,South,-300.224.742,-512.067.382,163.0,796505.87
apartment,Rio Grande do Sul,South,-3.003.548,-51.191.505,81.0,464413.85
apartment,Rio Grande do Sul,South,-3.003.809,-5.120.953,56.0,269494.46
apartment,Rio Grande do Sul,South,-30.049.242,-5.116.972,73.0,287734.66
apartment,Rio Grande do Sul,South,-30.032.206,-51.227.306,102.0,383646.22
apartment,Rio Grande do Sul,South,-300.357.806,-512.228.738,,419113.8
apartment,Rio Grande do Sul,South,-30.019.569,-51.149.391,,252398.8
apartment,Rio Grande do Sul,South,-29.981.264,-51.185.822,65.0,282686.67
apartment,Rio Grande do Sul,South,-30.036.165,-51.189.587,,464129.36
house,Rio Grande do Sul,South,-2.999.995,-5.119.146,147.0,685955.44
house,Rio Grande do Sul,South,-300.740.578,-512.160.919,122.0,398790.15
apartment,Rio Grande do Sul,South,-30.031.038,-51.217.381,89.0,806666.67
apartment,Rio Grande do Sul,South,-293.348.837,-497.331.459,150.0,658644.48
apartment,Rio Grande do Sul,South,-29.683.651,-538.176.003,59.0,252398.8
apartment,Rio Grande do Sul,South,-30.031.361,-5.115.786,125.0,1009595.32
apartment,Rio Grande do Sul,South,-30.065.382,-51.196.617,62.0,318022.53
apartment,Rio Grande do Sul,South,-30.128.674,-51.234.386,161.0,595661.23
apartment,Rio Grande do Sul,South,-30.031.057,-51.154.961,164.0,1312473.95
house,Rio Grande do Sul,South,-297.031.504,-537.884.548,95.0,353358.36
apartment,Rio Grande do Sul,South,-3.003.035,-51.191.677,,555277.43
apartment,Rio Grande do Sul,South,-29.973.013,-51.124.569,,484091.92
apartment,Rio Grande do Sul,South,-30.056.164,-51.191.223,75.0,301868.99
apartment,Rio Grande do Sul,South,-3.005.175,-51.182.068,66.0,473112.5
house,Rio Grande do Sul,South,-300.444.196,-510.000.194,70.0,423206.12
apartment,Rio Grande do Sul,South,-30.067.726,-51.217.381,65.0,439371.85
apartment,Rio Grande do Sul,South,-30.050.106,-51.189.552,72.0,719084.11
house,Rio Grande do Sul,South,-297.098.528,-537.280.093,132.0,475869.34
apartment,Rio Grande do Sul,South,-300.175.164,-511.820.694,116.0,668745.53
apartment,Rio Grande do Sul,South,-2.976.329,-500.188.603,116.0,585565.3
apartment,Rio Grande do Sul,South,-30.030.844,-51.234.386,,288458.89
house,Rio Grande do Sul,South,-296.885.169,-524.383.884,206.0,252398.8
house,Rio Grande do Sul,South,-30.005.852,-511.311,,499749.67
apartment,Rio Grande do Sul,South,-30.042.521,-51.225.136,66.0,475041.9
apartment,Rio Grande do Sul,South,-30.049.339,-51.199.142,70.0,402245.44
apartment,Rio Grande do Sul,South,-3.003.809,-5.120.953,69.0,555277.43
apartment,Rio Grande do Sul,South,-30.119.474,-51.250.092,111.0,577915.91
apartment,Rio Grande do Sul,South,-30.024.433,-51.203.426,143.0,934885.27
apartment,Rio Grande do Sul,South,-30.051.098,-51.216.896,83.0,789259.47
apartment,Rio Grande do Sul,South,-29.703.987,-53.723.953,63.0,297442.03
apartment,Rio Grande do Sul,South,-297.032.802,-524.294.344,201.0,555277.43
apartment,Rio Grande do Sul,South,-30.018.183,-51.155.926,130.0,993137.02
apartment,Rio Grande do Sul,South,-30.068.159,-51.229.153,95.0,648782.97
